\\Hourly Demand Report,,,
\\Created at 2018-05-22 08:00:00,,,
\\For 2009,,,
Date,Hour,Market Demand,Ontario Demand
2009-01-03,16,18435,16642
2009-01-03,17,18837,17403
2009-01-03,18,20759,19004
2009-01-03,19,20913,19095
2009-01-03,20,20512,18638
2009-01-03,21,20125,18179
2009-01-03,22,19441,17645
2009-01-03,23,18873,16884
2009-01-03,24,18267,16036
2009-01-04,1,17550,15271
2009-01-04,2,16991,14818
2009-01-04,3,16658,14590
2009-01-04,4,16436,14511
2009-01-04,5,16626,14494
2009-01-04,6,16926,14682
2009-01-04,7,17324,15006
2009-01-04,8,17714,15381
2009-01-04,9,17926,15869
2009-01-04,10,18649,16475
2009-01-04,11,19201,16952
2009-01-04,12,19373,17174
2009-01-04,13,19191,17382
2009-01-04,14,19258,17409
2009-01-04,15,19439,17430
2009-01-04,16,19782,17773
2009-01-04,17,20790,18741
2009-01-04,18,21857,19983
2009-01-04,19,21365,19467
2009-01-04,20,20817,18805
2009-01-04,21,20439,18365
2009-01-04,22,19593,17637
2009-01-04,23,18634,16590
2009-01-04,24,17427,15451
2009-01-05,1,16771,14806
2009-01-05,2,16826,14436
2009-01-05,3,16860,14268
2009-01-05,4,16962,14147
2009-01-05,5,17175,14405
2009-01-05,6,18061,15087
2009-01-05,7,19588,16703
2009-01-05,8,21362,18523
2009-01-05,9,21583,19008
2009-01-05,10,21309,19028
2009-01-05,11,21787,19246
2009-01-05,12,21569,19169
2009-01-05,13,21009,19009
2009-01-05,14,21288,18911
2009-01-05,15,21271,18792
2009-01-05,16,21414,18808
2009-01-05,17,22080,19497
2009-01-05,18,23160,20775
2009-01-05,19,23489,20943
2009-01-05,20,23318,20378
2009-01-05,21,22716,19945
2009-01-05,22,21859,19189
2009-01-05,23,20412,18027
2009-01-05,24,18540,16661
2009-01-06,1,17745,15796
2009-01-06,2,17483,15370
2009-01-06,3,17415,15146
2009-01-06,4,17445,15151
2009-01-06,5,17727,15319
2009-01-06,6,18255,15922
2009-01-06,7,20080,17368
2009-01-06,8,21879,19294
2009-01-06,9,22021,19659
2009-01-06,10,21981,19471
2009-01-06,11,22096,19429
2009-01-06,12,22000,19367
2009-01-06,13,21865,19161
2009-01-06,14,21928,19019
2009-01-06,15,21044,18785
2009-01-06,16,21462,19008
2009-01-06,17,22527,19902
2009-01-06,18,23332,21001
2009-01-06,19,22990,20777
2009-01-06,20,22496,20117
2009-01-06,21,21640,19605
2009-01-06,22,20803,18761
2009-01-06,23,19210,17580
2009-01-06,24,18124,16380
2009-01-07,1,17662,15503
2009-01-07,2,17157,15082
2009-01-07,3,16772,14845
2009-01-07,4,16425,14790
2009-01-07,5,16971,15085
2009-01-07,6,17640,15740
2009-01-07,7,19737,17117
2009-01-07,8,21115,18994
2009-01-07,9,21685,19442
2009-01-07,10,21651,19504
2009-01-07,11,21938,19782
2009-01-07,12,21752,19854
2009-01-07,13,21700,19709
2009-01-07,14,21405,19636
2009-01-07,15,21306,19528
2009-01-07,16,21309,19621
2009-01-07,17,21660,20282
2009-01-07,18,22312,21153
2009-01-07,19,22685,20995
2009-01-07,20,22300,20510
2009-01-07,21,21670,19919
2009-01-07,22,20658,19009
2009-01-07,23,19381,17867
2009-01-07,24,18329,16551
2009-01-08,1,17328,15590
2009-01-08,2,17238,15378
2009-01-08,3,16738,15028
2009-01-08,4,16731,15009
2009-01-08,5,17051,15132
2009-01-08,6,17727,15869
2009-01-08,7,19573,17292
2009-01-08,8,21132,19166
2009-01-08,9,21537,19518
2009-01-08,10,21502,19334
2009-01-08,11,21950,19413
2009-01-08,12,22763,19539
2009-01-08,13,22200,19316
2009-01-08,14,21713,19025
2009-01-08,15,21303,18988
2009-01-08,16,21796,19038
2009-01-08,17,22385,19808
2009-01-08,18,23602,21103
2009-01-08,19,23389,21304
2009-01-08,20,23286,20853
2009-01-08,21,22684,20379
2009-01-08,22,22046,19640
2009-01-08,23,21484,18488
2009-01-08,24,20156,17125
2009-01-09,1,18981,16240
2009-01-09,2,18722,15889
2009-01-09,3,18613,15668
2009-01-09,4,18116,15681
2009-01-09,5,18232,15808
2009-01-09,6,19172,16476
2009-01-09,7,20847,17901
2009-01-09,8,22654,19705
2009-01-09,9,22950,20092
2009-01-09,10,22600,19978
2009-01-09,11,22175,19955
2009-01-09,12,22273,19854
2009-01-09,13,22217,19580
2009-01-09,14,21683,19365
2009-01-09,15,21241,19150
2009-01-09,16,21508,19249
2009-01-09,17,22385,19941
2009-01-09,18,23683,20998
2009-01-09,19,22987,20914
2009-01-09,20,22935,20363
2009-01-09,21,22175,19973
2009-01-09,22,21042,19288
2009-01-09,23,20234,18221
2009-01-09,24,19047,17146
2009-01-10,1,18440,16307
2009-01-10,2,18271,15938
2009-01-10,3,18135,15795
2009-01-10,4,18123,15714
2009-01-10,5,18287,15679
2009-01-10,6,18476,15893
2009-01-10,7,18966,16392
2009-01-10,8,19785,17204
2009-01-10,9,20451,17977
2009-01-10,10,21087,18625
2009-01-10,11,21256,18883
2009-01-10,12,21210,18824
2009-01-10,13,21278,18659
2009-01-10,14,21191,18401
2009-01-10,15,21301,18344
2009-01-10,16,21444,18594
2009-01-10,17,21604,19212
2009-01-10,18,23043,20287
2009-01-10,19,22620,20180
2009-01-10,20,22517,19597
2009-01-10,21,21684,19158
2009-01-10,22,21215,18703
2009-01-10,23,20742,17896
2009-01-10,24,19520,17013
2009-01-11,1,18456,16123
2009-01-11,2,17826,15568
2009-01-11,3,17628,15345
2009-01-11,4,17578,15195
2009-01-11,5,17517,15220
2009-01-11,6,17406,15427
2009-01-11,7,18294,15911
2009-01-11,8,19261,16518
2009-01-11,9,19642,17089
2009-01-11,10,20106,17412
2009-01-11,11,20090,17545
2009-01-11,12,20125,17731
2009-01-11,13,20387,17643
2009-01-11,14,20380,17538
2009-01-11,15,20353,17511
2009-01-11,16,20674,17832
2009-01-11,17,21597,18694
2009-01-11,18,23309,20143
2009-01-11,19,22711,20075
2009-01-11,20,22272,19628
2009-01-11,21,21903,19155
2009-01-11,22,20929,18477
2009-01-11,23,20390,17547
2009-01-11,24,19007,16511
2009-01-12,1,18118,15721
2009-01-12,2,17936,15436
2009-01-12,3,17746,15343
2009-01-12,4,17610,15369
2009-01-12,5,17834,15575
2009-01-12,6,18547,16213
2009-01-12,7,20673,17848
2009-01-12,8,22248,19618
2009-01-12,9,22532,19873
2009-01-12,10,22517,19849
2009-01-12,11,22584,19690
2009-01-12,12,22629,19542
2009-01-12,13,22167,19380
2009-01-12,14,22062,19368
2009-01-12,15,22059,19395
2009-01-12,16,22303,19601
2009-01-12,17,22470,20346
2009-01-12,18,23280,21400
2009-01-12,19,23269,21559
2009-01-12,20,23307,20880
2009-01-12,21,22943,20314
2009-01-12,22,21810,19513
2009-01-12,23,20691,18243
2009-01-12,24,19234,16754
2009-01-13,1,18047,15909
2009-01-13,2,17272,15434
2009-01-13,3,17131,15307
2009-01-13,4,17414,15290
2009-01-13,5,17306,15473
2009-01-13,6,18235,16039
2009-01-13,7,20049,17545
2009-01-13,8,22392,19459
2009-01-13,9,22677,19778
2009-01-13,10,22208,19769
2009-01-13,11,22275,19849
2009-01-13,12,22630,19898
2009-01-13,13,22487,19714
2009-01-13,14,22499,19752
2009-01-13,15,22471,19698
2009-01-13,16,22323,19799
2009-01-13,17,22727,20324
2009-01-13,18,24089,21621
2009-01-13,19,24428,21900
2009-01-13,20,23868,21416
2009-01-13,21,23492,20988
2009-01-13,22,22324,20170
2009-01-13,23,20867,19150
2009-01-13,24,19525,17999
2009-01-14,1,19498,17173
2009-01-14,2,19211,16856
2009-01-14,3,19014,16731
2009-01-14,4,19053,16804
2009-01-14,5,19312,17064
2009-01-14,6,20184,17727
2009-01-14,7,22084,19334
2009-01-14,8,23917,21212
2009-01-14,9,24064,21464
2009-01-14,10,23856,21533
2009-01-14,11,23338,21494
2009-01-14,12,23202,21436
2009-01-14,13,22843,21294
2009-01-14,14,22851,21281
2009-01-14,15,22631,21097
2009-01-14,16,22819,21160
2009-01-14,17,23821,21910
2009-01-14,18,24805,22787
2009-01-14,19,24733,22861
2009-01-14,20,23900,22370
2009-01-14,21,23496,21864
2009-01-14,22,22681,21144
2009-01-14,23,21317,20019
2009-01-14,24,20179,18732
2009-01-15,1,19802,17806
2009-01-15,2,19609,17451
2009-01-15,3,19593,17317
2009-01-15,4,19463,17278
2009-01-15,5,19596,17417
2009-01-15,6,20420,18043
2009-01-15,7,21568,19503
2009-01-15,8,23620,21392
2009-01-15,9,23713,21750
2009-01-15,10,23740,21582
2009-01-15,11,23262,21508
2009-01-15,12,23618,21334
2009-01-15,13,23553,21043
2009-01-15,14,23325,20806
2009-01-15,15,23188,20612
2009-01-15,16,22807,20782
2009-01-15,17,23886,21496
2009-01-15,18,24555,22616
2009-01-15,19,24298,22983
2009-01-15,20,23861,22492
2009-01-15,21,23516,22089
2009-01-15,22,22860,21426
2009-01-15,23,22469,20188
2009-01-15,24,21265,18823
2009-01-16,1,20453,17945
2009-01-16,2,20249,17541
2009-01-16,3,20317,17334
2009-01-16,4,20469,17276
2009-01-16,5,20594,17481
2009-01-16,6,21268,18080
2009-01-16,7,22963,19550
2009-01-16,8,24197,21658
2009-01-16,9,23844,21751
2009-01-16,10,24076,21811
2009-01-16,11,24063,21841
2009-01-16,12,23703,21680
2009-01-16,13,23429,21370
2009-01-16,14,23836,21195
2009-01-16,15,23673,21022
2009-01-16,16,23781,20832
2009-01-16,17,24031,21445
2009-01-16,18,24541,22235
2009-01-16,19,24867,22601
2009-01-16,20,24438,21969
2009-01-16,21,24124,21440
2009-01-16,22,23165,20735
2009-01-16,23,22162,19782
2009-01-16,24,20950,18744
2009-01-17,1,20062,17773
2009-01-17,2,19919,17337
2009-01-17,3,19936,17116
2009-01-17,4,19755,16950
2009-01-17,5,19647,16912
2009-01-17,6,19897,17139
2009-01-17,7,20479,17707
2009-01-17,8,21311,18603
2009-01-17,9,21569,19134
2009-01-17,10,22338,19845
2009-01-17,11,22768,20360
2009-01-17,12,22634,20319
2009-01-17,13,22849,20220
2009-01-17,14,22670,19815
2009-01-17,15,21787,19580
2009-01-17,16,22176,19659
2009-01-17,17,22598,20088
2009-01-17,18,22965,21191
2009-01-17,19,23019,21350
2009-01-17,20,22469,20531
2009-01-17,21,22098,19896
2009-01-17,22,21665,19246
2009-01-17,23,20810,18361
2009-01-17,24,19750,17528
2009-01-18,1,19043,16769
2009-01-18,2,18794,16329
2009-01-18,3,18500,15967
2009-01-18,4,18377,15719
2009-01-18,5,18256,15648
2009-01-18,6,18219,15736
2009-01-18,7,18669,16089
2009-01-18,8,19034,16896
2009-01-18,9,19917,17410
2009-01-18,10,20552,18095
2009-01-18,11,21150,18599
2009-01-18,12,21171,18711
2009-01-18,13,21186,18739
2009-01-18,14,21052,18619
2009-01-18,15,20939,18543
2009-01-18,16,21232,18677
2009-01-18,17,21449,19340
2009-01-18,18,23028,20633
2009-01-18,19,22591,20422
2009-01-18,20,22400,19817
2009-01-18,21,21965,19402
2009-01-18,22,21271,18818
2009-01-18,23,20148,17758
2009-01-18,24,19055,16743
2009-01-19,1,18133,16106
2009-01-19,2,17955,15860
2009-01-19,3,18044,15701
2009-01-19,4,17962,15624
2009-01-19,5,18161,15942
2009-01-19,6,19278,16591
2009-01-19,7,21048,18054
2009-01-19,8,22578,19935
2009-01-19,9,22887,20205
2009-01-19,10,23065,20210
2009-01-19,11,23123,20425
2009-01-19,12,23251,20388
2009-01-19,13,22749,20329
2009-01-19,14,22782,20120
2009-01-19,15,21851,19856
2009-01-19,16,22292,20029
2009-01-19,17,23137,20588
2009-01-19,18,23911,21496
2009-01-19,19,23986,21766
2009-01-19,20,24091,21364
2009-01-19,21,23585,20916
2009-01-19,22,22707,20112
2009-01-19,23,21548,18876
2009-01-19,24,19964,17569
2009-01-20,1,19135,16724
2009-01-20,2,18827,16451
2009-01-20,3,18650,16207
2009-01-20,4,18697,16244
2009-01-20,5,19276,16594
2009-01-20,6,19857,17188
2009-01-20,7,21320,18640
2009-01-20,8,23093,20503
2009-01-20,9,23144,20838
2009-01-20,10,23172,20700
2009-01-20,11,23304,20614
2009-01-20,12,22994,20384
2009-01-20,13,22689,19992
2009-01-20,14,22205,20107
2009-01-20,15,21744,19917
2009-01-20,16,21825,19888
2009-01-20,17,22694,20566
2009-01-20,18,23978,21810
2009-01-20,19,24311,22248
2009-01-20,20,24308,21748
2009-01-20,21,24107,21333
2009-01-20,22,23711,20548
2009-01-20,23,22015,19445
2009-01-20,24,19829,18172
2009-01-21,1,19665,17319
2009-01-21,2,19797,17055
2009-01-21,3,19507,16904
2009-01-21,4,19534,16747
2009-01-21,5,19950,16888
2009-01-21,6,20688,17438
2009-01-21,7,22178,18902
2009-01-21,8,23700,20655
2009-01-21,9,24122,20872
2009-01-21,10,24024,20902
2009-01-21,11,23982,20988
2009-01-21,12,23984,20822
2009-01-21,13,23259,20582
2009-01-21,14,23344,20759
2009-01-21,15,22931,20558
2009-01-21,16,23078,20659
2009-01-21,17,24059,21113
2009-01-21,18,24465,21908
2009-01-21,19,24791,22106
2009-01-21,20,24682,21285
2009-01-21,21,23521,20711
2009-01-21,22,22754,19913
2009-01-21,23,21476,18765
2009-01-21,24,20038,17363
2009-01-22,1,19072,16273
2009-01-22,2,18796,15980
2009-01-22,3,18534,15718
2009-01-22,4,18262,15586
2009-01-22,5,18576,15737
2009-01-22,6,19562,16334
2009-01-22,7,21418,17804
2009-01-22,8,22465,19620
2009-01-22,9,22535,20036
2009-01-22,10,22719,19767
2009-01-22,11,22694,20150
2009-01-22,12,22437,20102
2009-01-22,13,21812,19962
2009-01-22,14,21313,19427
2009-01-22,15,22206,19814
2009-01-22,16,21978,19727
2009-01-22,17,22160,20239
2009-01-22,18,23102,20957
2009-01-22,19,23287,21161
2009-01-22,20,22672,20576
2009-01-22,21,22104,20069
2009-01-22,22,21318,19315
2009-01-22,23,19879,18083
2009-01-22,24,18685,16735
2009-01-23,1,18313,15836
2009-01-23,2,18080,15514
2009-01-23,3,17666,15250
2009-01-23,4,17503,15187
2009-01-23,5,17794,15378
2009-01-23,6,18654,15988
2009-01-23,7,20086,17295
2009-01-23,8,20957,19006
2009-01-23,9,21440,19428
2009-01-23,10,21329,19471
2009-01-23,11,21387,19483
2009-01-23,12,21165,19380
2009-01-23,13,21033,19151
2009-01-23,14,20376,18922
2009-01-23,15,20283,18817
2009-01-23,16,20351,18957
2009-01-23,17,21158,19509
2009-01-23,18,22379,20333
2009-01-23,19,22067,20455
2009-01-23,20,21496,19998
2009-01-23,21,20808,19443
2009-01-23,22,20078,18819
2009-01-23,23,19429,17947
2009-01-23,24,18762,16931
2009-01-24,1,18206,16166
2009-01-24,2,17909,15783
2009-01-24,3,17714,15569
2009-01-24,4,17612,15502
2009-01-24,5,17670,15520
2009-01-24,6,18082,15888
2009-01-24,7,18608,16458
2009-01-24,8,19684,17334
2009-01-24,9,20420,18105
2009-01-24,10,21058,18696
2009-01-24,11,21537,19043
2009-01-24,12,21519,19122
2009-01-24,13,21624,18917
2009-01-24,14,21452,18578
2009-01-24,15,21095,18268
2009-01-24,16,20863,18143
2009-01-24,17,21374,18780
2009-01-24,18,22770,20117
2009-01-24,19,23348,20651
2009-01-24,20,22891,20059
2009-01-24,21,22368,19584
2009-01-24,22,21946,18937
2009-01-24,23,21051,18192
2009-01-24,24,19928,17458
2009-01-25,1,20122,16680
2009-01-25,2,19762,16303
2009-01-25,3,19165,16043
2009-01-25,4,19041,15901
2009-01-25,5,19097,15967
2009-01-25,6,19565,16195
2009-01-25,7,19945,16555
2009-01-25,8,19897,17081
2009-01-25,9,20333,17581
2009-01-25,10,21419,18333
2009-01-25,11,21790,18581
2009-01-25,12,21577,18634
2009-01-25,13,21160,18555
2009-01-25,14,21102,18347
2009-01-25,15,20872,18220
2009-01-25,16,21370,18485
2009-01-25,17,22117,19187
2009-01-25,18,22592,20202
2009-01-25,19,23006,20800
2009-01-25,20,22717,20294
2009-01-25,21,22724,19923
2009-01-25,22,22373,19381
2009-01-25,23,21242,18449
2009-01-25,24,20693,17553
2009-01-26,1,20016,16931
2009-01-26,2,19560,16650
2009-01-26,3,19454,16478
2009-01-26,4,19452,16451
2009-01-26,5,19771,16731
2009-01-26,6,20570,17350
2009-01-26,7,22191,18897
2009-01-26,8,23217,20703
2009-01-26,9,23717,21062
2009-01-26,10,23711,21054
2009-01-26,11,23628,20986
2009-01-26,12,23752,20854
2009-01-26,13,23363,20650
2009-01-26,14,23160,20484
2009-01-26,15,23038,20325
2009-01-26,16,23025,20363
2009-01-26,17,23447,20950
2009-01-26,18,24309,21952
2009-01-26,19,24616,22304
2009-01-26,20,24664,21847
2009-01-26,21,24445,21213
2009-01-26,22,23225,20327
2009-01-26,23,21720,19254
2009-01-26,24,20718,17911
2009-01-27,1,20001,17111
2009-01-27,2,19635,16736
2009-01-27,3,19319,16570
2009-01-27,4,19179,16479
2009-01-27,5,19551,16651
2009-01-27,6,19985,17281
2009-01-27,7,21531,18721
2009-01-27,8,23067,20400
2009-01-27,9,23519,20693
2009-01-27,10,23340,20525
2009-01-27,11,22581,20386
2009-01-27,12,22621,20256
2009-01-27,13,22483,20161
2009-01-27,14,22704,19854
2009-01-27,15,22110,19633
2009-01-27,16,22174,19714
2009-01-27,17,22504,20328
2009-01-27,18,23495,21329
2009-01-27,19,23862,21636
2009-01-27,20,23607,21158
2009-01-27,21,22767,20676
2009-01-27,22,21817,19816
2009-01-27,23,20565,18706
2009-01-27,24,19954,17392
2009-01-28,1,18769,16565
2009-01-28,2,18299,16188
2009-01-28,3,18210,15912
2009-01-28,4,18096,15797
2009-01-28,5,18250,15979
2009-01-28,6,19208,16610
2009-01-28,7,21408,18151
2009-01-28,8,22583,19824
2009-01-28,9,22654,20309
2009-01-28,10,22940,20440
2009-01-28,11,23172,20682
2009-01-28,12,23615,20800
2009-01-28,13,23593,20650
2009-01-28,14,23613,20609
2009-01-28,15,22978,20362
2009-01-28,16,22539,20308
2009-01-28,17,22866,20503
2009-01-28,18,24018,21307
2009-01-28,19,24412,21792
2009-01-28,20,24117,21113
2009-01-28,21,23254,20591
2009-01-28,22,21869,19646
2009-01-28,23,20020,18454
2009-01-28,24,19041,17277
2009-01-29,1,18547,16471
2009-01-29,2,18266,16061
2009-01-29,3,18031,15826
2009-01-29,4,18033,15803
2009-01-29,5,18352,15904
2009-01-29,6,19122,16507
2009-01-29,7,20681,18050
2009-01-29,8,22307,19666
2009-01-29,9,21953,19937
2009-01-29,10,22473,20121
2009-01-29,11,22435,20288
2009-01-29,12,22110,20234
2009-01-29,13,21795,20148
2009-01-29,14,21957,20199
2009-01-29,15,22261,20227
2009-01-29,16,21886,20182
2009-01-29,17,22400,20537
2009-01-29,18,23232,21120
2009-01-29,19,23220,21260
2009-01-29,20,22700,20749
2009-01-29,21,21960,20317
2009-01-29,22,21155,19521
2009-01-29,23,19820,18340
2009-01-29,24,18950,17053
2009-01-30,1,18245,16120
2009-01-30,2,17802,15656
2009-01-30,3,17164,15418
2009-01-30,4,17129,15298
2009-01-30,5,17528,15447
2009-01-30,6,18833,16201
2009-01-30,7,20821,17535
2009-01-30,8,22057,18954
2009-01-30,9,21980,19338
2009-01-30,10,21918,19468
2009-01-30,11,21718,19693
2009-01-30,12,21845,19712
2009-01-30,13,21727,19512
2009-01-30,14,21710,19366
2009-01-30,15,21719,19241
2009-01-30,16,21671,19174
2009-01-30,17,21808,19446
2009-01-30,18,22560,20170
2009-01-30,19,23440,20770
2009-01-30,20,22489,20175
2009-01-30,21,22174,19605
2009-01-30,22,21182,19041
2009-01-30,23,19915,17991
2009-01-30,24,18864,16949
2009-01-31,1,18206,16075
2009-01-31,2,17934,15633
2009-01-31,3,17699,15373
2009-01-31,4,17638,15422
2009-01-31,5,17751,15510
2009-01-31,6,18245,15824
2009-01-31,7,18878,16413
2009-01-31,8,19866,17186
2009-01-31,9,20547,17864
2009-01-31,10,20819,18505
2009-01-31,11,21010,18696
2009-01-31,12,21160,18765
2009-01-31,13,20928,18700
2009-01-31,14,20737,18552
2009-01-31,15,20708,18546
2009-01-31,16,20966,18617
2009-01-31,17,21420,19010
2009-01-31,18,22062,19652
2009-01-31,19,22366,20087
2009-01-31,20,21878,19523
2009-01-31,21,21752,18941
2009-01-31,22,20842,18300
2009-01-31,23,19610,17491
2009-01-31,24,18438,16535
2009-02-01,1,18114,15816
2009-02-01,2,17202,15168
2009-02-01,3,16840,14813
2009-02-01,4,16856,14729
2009-02-01,5,16747,14670
2009-02-01,6,16938,14721
2009-02-01,7,17202,15157
2009-02-01,8,17937,15631
2009-02-01,9,18123,16023
2009-02-01,10,18734,16584
2009-02-01,11,18908,16853
2009-02-01,12,19041,16841
2009-02-01,13,19013,16843
2009-02-01,14,18889,16625
2009-02-01,15,18698,16470
2009-02-01,16,18546,16586
2009-02-01,17,19193,17056
2009-02-01,18,20485,18130
2009-02-01,19,21268,18910
2009-02-01,20,20846,18430
2009-02-01,21,20318,17936
2009-02-01,22,19473,17322
2009-02-01,23,18415,16405
2009-02-01,24,17284,15524
2009-02-02,1,16695,14856
2009-02-02,2,16349,14579
2009-02-02,3,16265,14353
2009-02-02,4,16082,14377
2009-02-02,5,16307,14572
2009-02-02,6,17295,15271
2009-02-02,7,19482,16894
2009-02-02,8,20670,18765
2009-02-02,9,20777,19082
2009-02-02,10,20442,18952
2009-02-02,11,20217,18887
2009-02-02,12,20264,18838
2009-02-02,13,19999,18682
2009-02-02,14,19608,18503
2009-02-02,15,19398,18337
2009-02-02,16,19424,18338
2009-02-02,17,19939,18819
2009-02-02,18,21243,19617
2009-02-02,19,22125,20546
2009-02-02,20,21604,20051
2009-02-02,21,20637,19512
2009-02-02,22,19624,18782
2009-02-02,23,18788,17661
2009-02-02,24,17666,16367
2009-02-03,1,17047,15592
2009-02-03,2,17053,15282
2009-02-03,3,16495,15031
2009-02-03,4,16590,14919
2009-02-03,5,16960,15292
2009-02-03,6,17848,15930
2009-02-03,7,19944,17407
2009-02-03,8,21108,19115
2009-02-03,9,21108,19522
2009-02-03,10,21278,19557
2009-02-03,11,21134,19660
2009-02-03,12,21230,19589
2009-02-03,13,20775,19336
2009-02-03,14,20591,19200
2009-02-03,15,20485,19090
2009-02-03,16,20676,19122
2009-02-03,17,21918,19740
2009-02-03,18,22875,20627
2009-02-03,19,23502,21288
2009-02-03,20,22877,20798
2009-02-03,21,22252,20223
2009-02-03,22,21114,19423
2009-02-03,23,19528,18298
2009-02-03,24,18670,17071
2009-02-04,1,17769,16277
2009-02-04,2,17837,15953
2009-02-04,3,17651,15765
2009-02-04,4,17739,15792
2009-02-04,5,18007,16019
2009-02-04,6,19121,16751
2009-02-04,7,20551,18210
2009-02-04,8,22168,20119
2009-02-04,9,22772,20479
2009-02-04,10,22828,20626
2009-02-04,11,22565,20378
2009-02-04,12,22326,20390
2009-02-04,13,21930,20133
2009-02-04,14,21747,20064
2009-02-04,15,21628,19984
2009-02-04,16,21797,19814
2009-02-04,17,22252,20327
2009-02-04,18,23316,21127
2009-02-04,19,24318,22110
2009-02-04,20,23601,21820
2009-02-04,21,23331,21373
2009-02-04,22,22314,20505
2009-02-04,23,21059,19243
2009-02-04,24,19925,18049
2009-02-05,1,19242,17214
2009-02-05,2,19052,16888
2009-02-05,3,18858,16688
2009-02-05,4,19067,16625
2009-02-05,5,19785,16833
2009-02-05,6,20643,17523
2009-02-05,7,22527,19019
2009-02-05,8,23584,20724
2009-02-05,9,23570,20970
2009-02-05,10,23542,20810
2009-02-05,11,23263,20761
2009-02-05,12,23297,20555
2009-02-05,13,23285,20265
2009-02-05,14,22824,20065
2009-02-05,15,22594,19960
2009-02-05,16,22647,19952
2009-02-05,17,23425,20472
2009-02-05,18,24430,21293
2009-02-05,19,24260,21959
2009-02-05,20,24162,21608
2009-02-05,21,23799,21100
2009-02-05,22,22608,20225
2009-02-05,23,21340,18940
2009-02-05,24,19915,17722
2009-02-06,1,19249,16733
2009-02-06,2,18882,16219
2009-02-06,3,18740,15923
2009-02-06,4,18355,15922
2009-02-06,5,18937,16030
2009-02-06,6,19659,16455
2009-02-06,7,21158,17804
2009-02-06,8,22026,19462
2009-02-06,9,22513,19908
2009-02-06,10,22187,19761
2009-02-06,11,22076,19651
2009-02-06,12,21873,19395
2009-02-06,13,21222,19058
2009-02-06,14,20833,18868
2009-02-06,15,20470,18593
2009-02-06,16,20118,18404
2009-02-06,17,20630,18740
2009-02-06,18,21868,19540
2009-02-06,19,22416,20263
2009-02-06,20,21957,19770
2009-02-06,21,21411,19172
2009-02-06,22,20580,18452
2009-02-06,23,19488,17411
2009-02-06,24,18862,16394
2009-02-07,1,17605,15514
2009-02-07,2,17295,14950
2009-02-07,3,17080,14710
2009-02-07,4,17086,14638
2009-02-07,5,16961,14656
2009-02-07,6,17214,14951
2009-02-07,7,17857,15296
2009-02-07,8,18248,15930
2009-02-07,9,18930,16714
2009-02-07,10,19384,17344
2009-02-07,11,20034,17646
2009-02-07,12,19774,17730
2009-02-07,13,19644,17565
2009-02-07,14,19169,17236
2009-02-07,15,18858,16952
2009-02-07,16,18930,16905
2009-02-07,17,19270,17174
2009-02-07,18,19929,17995
2009-02-07,19,20003,18461
2009-02-07,20,19461,17721
2009-02-07,21,18668,17085
2009-02-07,22,18498,16582
2009-02-07,23,17699,15675
2009-02-07,24,16689,14824
2009-02-08,1,16388,14213
2009-02-08,2,15948,13783
2009-02-08,3,15648,13436
2009-02-08,4,15522,13337
2009-02-08,5,15722,13312
2009-02-08,6,15813,13642
2009-02-08,7,16246,14071
2009-02-08,8,16707,14811
2009-02-08,9,17588,15381
2009-02-08,10,18369,15920
2009-02-08,11,18385,16293
2009-02-08,12,18913,16504
