"Station Name","ST. CATHARINES / NIAGARA DISTRICT A"
"Province","ONTARIO"
"Current Station Operator","NAV Canada"
"Latitude","43.19"
"Longitude","-79.17"
"Elevation","97.80"
"Climate Identifier","6137286"
"2018-10-02 15:00","2018","10","02","15:00","16.9","","16.9","","100","","31","","4","","6.4","","100.15","","","","","","Fog"
"2018-10-02 16:00","2018","10","02","16:00","17.8","","17.8","","100","","31","","9","","9.7","","100.17","","","","","","Fog"
"2018-10-02 17:00","2018","10","02","17:00","16.9","","16.9","","100","","30","","8","","6.4","","100.18","","","","","","Fog"
"2018-10-02 18:00","2018","10","02","18:00","16.7","","16.7","","100","","31","","9","","4.8","","100.26","","","","","","Fog"
"2018-10-02 19:00","2018","10","02","19:00","15.1","","15.1","","100","","36","","12","","4.8","","100.35","","","","","","Drizzle,Fog"
"2018-10-02 20:00","2018","10","02","20:00","13.8","","13.8","","100","","1","","14","","3.2","","100.47","","","","","","Drizzle,Fog"
"2018-10-02 21:00","2018","10","02","21:00"
"2018-10-02 22:00","2018","10","02","22:00"
"2018-10-02 23:00","2018","10","02","23:00"
"2018-10-03 00:00","2018","10","03","00:00"
"2018-10-03 01:00","2018","10","03","01:00"
"2018-10-03 02:00","2018","10","03","02:00"
"2018-10-03 03:00","2018","10","03","03:00"
"2018-10-03 04:00","2018","10","03","04:00"
"2018-10-03 05:00","2018","10","03","05:00"
"2018-10-03 06:00","2018","10","03","06:00","12.6","","12.6","","100","","16","","6","","24.1","","100.73","","","","","","NA"
"2018-10-03 07:00","2018","10","03","07:00","12.6","","12.6","","100","","19","","7","","19.3","","100.77","","","","","","Cloudy"
"2018-10-03 08:00","2018","10","03","08:00","12.9","","12.9","","100","","21","","7","","19.3","","100.82","","","","","","NA"
"2018-10-03 09:00","2018","10","03","09:00","13.5","","13.1","","97","","16","","4","","19.3","","100.83","","","","","","NA"
"2018-10-03 10:00","2018","10","03","10:00","14.6","","12.8","","89","","22","","3","","24.1","","100.86","","","","","","Cloudy"
"2018-10-03 11:00","2018","10","03","11:00","15.2","","13.0","","87","","22","","7","","24.1","","100.81","","","","","","NA"
"2018-10-03 12:00","2018","10","03","12:00","15.6","","13.0","","85","","18","","6","","24.1","","100.77","","","","","","NA"
"2018-10-03 13:00","2018","10","03","13:00","16.3","","14.0","","86","","21","","7","","24.1","","100.75","","","","","","Cloudy"
"2018-10-03 14:00","2018","10","03","14:00","17.2","","13.9","","81","","17","","10","","24.1","","100.63","","","","","","NA"
"2018-10-03 15:00","2018","10","03","15:00","17.4","","14.2","","82","","20","","9","","24.1","","100.59","","","","","","NA"
"2018-10-03 16:00","2018","10","03","16:00","18.1","","13.9","","76","","19","","15","","24.1","","100.46","","","","","","Mostly Cloudy"
"2018-10-03 17:00","2018","10","03","17:00","17.5","","15.0","","85","","17","","6","","24.1","","100.41","","","","","","NA"
"2018-10-03 18:00","2018","10","03","18:00","16.7","","14.5","","87","","13","","8","","24.1","","100.28","","","","","","NA"
"2018-10-03 19:00","2018","10","03","19:00","16.2","","14.9","","92","","8","","9","","24.1","","100.19","","","","","","Mostly Cloudy"
"2018-10-03 20:00","2018","10","03","20:00","14.6","","14.6","","100","","36","","3","","24.1","","100.13","","","","","","NA"
"2018-10-03 21:00","2018","10","03","21:00"
"2018-10-03 22:00","2018","10","03","22:00"
"2018-10-03 23:00","2018","10","03","23:00"
"2018-10-04 00:00","2018","10","04","00:00"
"2018-10-04 01:00","2018","10","04","01:00"
"2018-10-04 02:00","2018","10","04","02:00"
"2018-10-04 03:00","2018","10","04","03:00"
"2018-10-04 04:00","2018","10","04","04:00"
"2018-10-04 05:00","2018","10","04","05:00"
"2018-10-04 06:00","2018","10","04","06:00","21.5","","21.5","","100","","22","","31","","9.7","","99.60","","30","","","","Rain Showers,Fog"
"2018-10-04 07:00","2018","10","04","07:00","21.9","","21.6","","98","","22","","28","","24.1","","99.62","","31","","","","Cloudy"
"2018-10-04 08:00","2018","10","04","08:00","22.5","","21.3","","93","","22","","27","","24.1","","99.71","","31","","","","NA"
"2018-10-04 09:00","2018","10","04","09:00","24.0","","21.5","","86","","24","","22","","19.3","","99.79","","33","","","","NA"
"2018-10-04 10:00","2018","10","04","10:00","19.1","","16.0","","82","","33","","27","","24.1","","100.03","","","","","","Mostly Cloudy"
"2018-10-04 11:00","2018","10","04","11:00","19.0","","15.5","","80","","32","","19","","24.1","","100.16","","","","","","NA"
"2018-10-04 12:00","2018","10","04","12:00","20.1","","13.3","","64","","30","","23","","24.1","","100.24","","","","","","NA"
"2018-10-04 13:00","2018","10","04","13:00","19.6","","10.4","","55","","30","","26","","24.1","","100.29","","","","","","Mainly Clear"
"2018-10-04 14:00","2018","10","04","14:00","19.8","","9.1","","49","","33","","19","","24.1","","100.40","","","","","","NA"
"2018-10-04 15:00","2018","10","04","15:00","18.5","","9.2","","54","","34","","20","","24.1","","100.50","","","","","","NA"
"2018-10-04 16:00","2018","10","04","16:00","17.3","","8.5","","56","","35","","23","","24.1","","100.60","","","","","","Mainly Clear"
"2018-10-04 17:00","2018","10","04","17:00","15.3","","5.8","","53","","1","","23","","24.1","","100.70","","","","","","NA"
"2018-10-04 18:00","2018","10","04","18:00","13.3","","5.8","","60","","36","","18","","24.1","","100.80","","","","","","NA"
"2018-10-04 19:00","2018","10","04","19:00","12.6","","6.2","","65","","36","","19","","24.1","","100.91","","","","","","Clear"
"2018-10-04 20:00","2018","10","04","20:00","11.8","","6.4","","70","","36","","22","","24.1","","101.01","","","","","","NA"
"2018-10-04 21:00","2018","10","04","21:00"
"2018-10-04 22:00","2018","10","04","22:00"
"2018-10-04 23:00","2018","10","04","23:00"
"2018-10-05 00:00","2018","10","05","00:00"
"2018-10-05 01:00","2018","10","05","01:00"
"2018-10-05 02:00","2018","10","05","02:00"
"2018-10-05 03:00","2018","10","05","03:00"
"2018-10-05 04:00","2018","10","05","04:00"
"2018-10-05 05:00","2018","10","05","05:00"
"2018-10-05 06:00","2018","10","05","06:00","8.4","","4.3","","75","","8","","16","","24.1","","101.22","","","","","","NA"
"2018-10-05 07:00","2018","10","05","07:00","8.4","","4.1","","74","","8","","15","","24.1","","101.25","","","","","","Mostly Cloudy"
"2018-10-05 08:00","2018","10","05","08:00","9.7","","5.8","","77","","9","","17","","24.1","","101.26","","","","","","NA"
"2018-10-05 09:00","2018","10","05","09:00","11.1","","5.8","","69","","9","","22","","24.1","","101.27","","","","","","NA"
"2018-10-05 10:00","2018","10","05","10:00","11.2","","6.1","","71","","7","","19","","24.1","","101.22","","","","","","Mostly Cloudy"
"2018-10-05 11:00","2018","10","05","11:00","12.0","","6.6","","69","","8","","18","","24.1","","101.15","","","","","","NA"
"2018-10-05 12:00","2018","10","05","12:00","12.7","","6.4","","65","","7","","16","","24.1","","101.09","","","","","","NA"
"2018-10-05 13:00","2018","10","05","13:00","12.6","","6.5","","66","","6","","18","","24.1","","101.01","","","","","","Cloudy"
"2018-10-05 14:00","2018","10","05","14:00","12.6","","7.3","","70","","4","","15","","24.1","","100.92","","","","","","NA"
"2018-10-05 15:00","2018","10","05","15:00","11.6","","6.6","","71","","5","","19","","24.1","","100.94","","","","","","NA"
"2018-10-05 16:00","2018","10","05","16:00","11.3","","7.0","","75","","8","","23","","24.1","","100.75","","","","","","Mostly Cloudy"
"2018-10-05 17:00","2018","10","05","17:00","11.1","","7.6","","79","","7","","11","","24.1","","100.82","","","","","","NA"
"2018-10-05 18:00","2018","10","05","18:00","10.1","","7.0","","81","","9","","15","","24.1","","100.78","","","","","","NA"
"2018-10-05 19:00","2018","10","05","19:00","10.5","","6.8","","78","","8","","15","","24.1","","100.87","","","","","","Mostly Cloudy"
"2018-10-05 20:00","2018","10","05","20:00","10.5","","6.9","","78","","8","","16","","24.1","","100.87","","","","","","NA"
"2018-10-05 21:00","2018","10","05","21:00"
"2018-10-05 22:00","2018","10","05","22:00"
"2018-10-05 23:00","2018","10","05","23:00"
"2018-10-06 00:00","2018","10","06","00:00"
"2018-10-06 01:00","2018","10","06","01:00"
"2018-10-06 02:00","2018","10","06","02:00"
"2018-10-06 03:00","2018","10","06","03:00"
"2018-10-06 04:00","2018","10","06","04:00"
"2018-10-06 05:00","2018","10","06","05:00"
"2018-10-06 06:00","2018","10","06","06:00","12.4","","10.6","","89","","2","","4","","16.1","","100.51","","","","","","NA"
"2018-10-06 07:00","2018","10","06","07:00","11.7","","11.7","","100","","25","","7","","4.8","","100.63","","","","","","Rain Showers"
"2018-10-06 08:00","2018","10","06","08:00","11.9","","11.9","","100","","2","","7","","8.1","","100.43","","","","","","Fog"
"2018-10-06 09:00","2018","10","06","09:00","13.0","","13.0","","100","","30","","6","","16.1","","100.51","","","","","","NA"
"2018-10-06 10:00","2018","10","06","10:00","15.5","","15.4","","100","","29","","8","","12.9","","100.52","","","","","","Cloudy"
"2018-10-06 11:00","2018","10","06","11:00","17.0","","16.1","","95","","23","","9","","9.7","","100.55","","","","","","Fog"
"2018-10-06 12:00","2018","10","06","12:00","16.5","","16.4","","99","","30","","10","","9.7","","100.54","","","","","","Fog"
"2018-10-06 13:00","2018","10","06","13:00","17.5","","17.1","","97","","25","","5","","9.7","","100.47","","","","","","Fog"
"2018-10-06 14:00","2018","10","06","14:00","18.6","","17.9","","96","","19","","8","","12.9","","100.37","","","","","","Rain Showers"
"2018-10-06 15:00","2018","10","06","15:00","21.6","","21.2","","98","","21","","18","","9.7","","100.22","","30","","","","Fog"
"2018-10-06 16:00","2018","10","06","16:00","21.6","","20.4","","93","","21","","18","","19.3","","100.16","","30","","","","Mostly Cloudy"
"2018-10-06 17:00","2018","10","06","17:00","22.3","","20.2","","88","","28","","12","","24.1","","100.28","","30","","","","NA"
"2018-10-06 18:00","2018","10","06","18:00","16.6","","16.6","","100","","1","","9","","4.8","","100.45","","","","","","Fog"
"2018-10-06 19:00","2018","10","06","19:00","16.7","","16.7","","100","","11","","5","","3.2","","100.49","","","","","","Fog"
"2018-10-06 20:00","2018","10","06","20:00","16.7","","16.7","","100","","8","","10","","4.8","","100.43","","","","","","Fog"
"2018-10-06 21:00","2018","10","06","21:00"
"2018-10-06 22:00","2018","10","06","22:00"
"2018-10-06 23:00","2018","10","06","23:00"
"2018-10-07 00:00","2018","10","07","00:00"
"2018-10-07 01:00","2018","10","07","01:00"
"2018-10-07 02:00","2018","10","07","02:00"
"2018-10-07 03:00","2018","10","07","03:00"
"2018-10-07 04:00","2018","10","07","04:00"
"2018-10-07 05:00","2018","10","07","05:00"
"2018-10-07 06:00","2018","10","07","06:00","15.0","","15.0","","100","","35","","12","","9.7","","101.00","","","","","","Drizzle,Fog"
"2018-10-07 07:00","2018","10","07","07:00","14.9","","14.9","","100","","36","","10","","8.1","","101.04","","","","","","Drizzle,Fog"
"2018-10-07 08:00","2018","10","07","08:00","15.2","","15.2","","100","","2","","5","","8.1","","101.08","","","","","","Fog"
"2018-10-07 09:00","2018","10","07","09:00","15.5","","15.5","","100","","2","","9","","3.2","","101.14","","","","","","Fog"
"2018-10-07 10:00","2018","10","07","10:00","15.7","","15.7","","100","","3","","10","","4.8","","101.19","","","","","","Fog"
"2018-10-07 11:00","2018","10","07","11:00","14.9","","14.9","","100","","5","","16","","3.2","","101.24","","","","","","Fog"
"2018-10-07 12:00","2018","10","07","12:00","13.9","","13.9","","100","","7","","23","","3.2","","101.26","","","","","","Fog"
"2018-10-07 13:00","2018","10","07","13:00","13.4","","13.4","","100","","7","","19","","8.1","","101.25","","","","","","Fog"
"2018-10-07 14:00","2018","10","07","14:00","13.7","","13.7","","100","","8","","12","","9.7","","101.26","","","","","","Fog"
"2018-10-07 15:00","2018","10","07","15:00","14.1","","13.9","","98","","9","","12","","9.7","","101.26","","","","","","Fog"
"2018-10-07 16:00","2018","10","07","16:00","14.2","","13.7","","97","","4","","16","","12.9","","101.29","","","","","","Cloudy"
"2018-10-07 17:00","2018","10","07","17:00","13.8","","13.7","","99","","6","","16","","12.9","","101.35","","","","","","NA"
"2018-10-07 18:00","2018","10","07","18:00","13.4","","13.2","","99","","7","","18","","12.9","","101.40","","","","","","NA"
"2018-10-07 19:00","2018","10","07","19:00","12.9","","12.9","","100","","8","","15","","12.9","","101.44","","","","","","Cloudy"
"2018-10-07 20:00","2018","10","07","20:00","12.7","","11.9","","95","","8","","15","","19.3","","101.48","","","","","","NA"
"2018-10-07 21:00","2018","10","07","21:00"
"2018-10-07 22:00","2018","10","07","22:00"
"2018-10-07 23:00","2018","10","07","23:00"
"2018-10-08 00:00","2018","10","08","00:00"
"2018-10-08 01:00","2018","10","08","01:00"
"2018-10-08 02:00","2018","10","08","02:00"
"2018-10-08 03:00","2018","10","08","03:00"
"2018-10-08 04:00","2018","10","08","04:00"
"2018-10-08 05:00","2018","10","08","05:00"
"2018-10-08 06:00","2018","10","08","06:00","11.8","","11.4","","98","","7","","17","","9.7","","101.40","","","","","","Fog"
"2018-10-08 07:00","2018","10","08","07:00","11.8","","11.5","","98","","9","","14","","12.9","","101.43","","","","","","Cloudy"
"2018-10-08 08:00","2018","10","08","08:00","12.5","","12.1","","97","","8","","17","","12.9","","101.42","","","","","","NA"
"2018-10-08 09:00","2018","10","08","09:00","13.3","","12.8","","97","","8","","11","","16.1","","101.38","","","","","","NA"
"2018-10-08 10:00","2018","10","08","10:00","14.1","","13.2","","94","","9","","10","","24.1","","101.34","","","","","","Cloudy"
"2018-10-08 11:00","2018","10","08","11:00","16.0","","14.0","","88","","2","","3","","19.3","","101.35","","","","","","NA"
"2018-10-08 12:00","2018","10","08","12:00","17.7","","15.1","","85","","36","","1","","19.3","","101.22","","","","","","NA"
"2018-10-08 13:00","2018","10","08","13:00","18.7","","16.1","","85","","34","","13","","19.3","","101.12","","","","","","Mainly Clear"
"2018-10-08 14:00","2018","10","08","14:00","18.1","","16.2","","89","","34","","13","","19.3","","101.10","","","","","","NA"
"2018-10-08 15:00","2018","10","08","15:00","18.4","","16.1","","86","","35","","8","","24.1","","101.06","","","","","","NA"
"2018-10-08 16:00","2018","10","08","16:00","18.3","","16.2","","87","","1","","8","","19.3","","101.02","","","","","","Mainly Clear"
"2018-10-08 17:00","2018","10","08","17:00","17.4","","16.4","","94","","4","","5","","19.3","","101.02","","","","","","NA"
"2018-10-08 18:00","2018","10","08","18:00","16.0","","16.0","","100","","1","","8","","12.9","","101.04","","","","","","NA"
"2018-10-08 19:00","2018","10","08","19:00","15.4","","15.4","","100","","2","","6","","3.2","","101.04","","","","","","Fog"
"2018-10-08 20:00","2018","10","08","20:00","15.4","","15.4","","100","","3","","3","","1.6","","101.03","","","","","","Fog"
"2018-10-08 21:00","2018","10","08","21:00"
"2018-10-08 22:00","2018","10","08","22:00"
"2018-10-08 23:00","2018","10","08","23:00"
"2018-10-09 00:00","2018","10","09","00:00"
"2018-10-09 01:00","2018","10","09","01:00"
"2018-10-09 02:00","2018","10","09","02:00"
"2018-10-09 03:00","2018","10","09","03:00"
"2018-10-09 04:00","2018","10","09","04:00"
"2018-10-09 05:00","2018","10","09","05:00"
"2018-10-09 06:00","2018","10","09","06:00","21.7","","19.7","","88","","21","","17","","24.1","","100.95","","29","","","","NA"
"2018-10-09 07:00","2018","10","09","07:00","22.4","","19.5","","83","","20","","27","","24.1","","100.98","","30","","","","Mostly Cloudy"
"2018-10-09 08:00","2018","10","09","08:00","22.8","","19.4","","81","","21","","22","","24.1","","101.00","","30","","","","NA"
"2018-10-09 09:00","2018","10","09","09:00","24.7","","19.4","","72","","21","","30","","24.1","","100.97","","32","","","","NA"
"2018-10-09 10:00","2018","10","09","10:00","26.0","","19.5","","67","","22","","32","","24.1","","100.93","","33","","","","Mainly Clear"
"2018-10-09 11:00","2018","10","09","11:00","26.9","","19.9","","65","","21","","28","","24.1","","100.90","","34","","","","NA"
"2018-10-09 12:00","2018","10","09","12:00","27.4","","19.9","","63","","23","","27","","24.1","","100.87","","35","","","","NA"
"2018-10-09 13:00","2018","10","09","13:00","27.8","","19.6","","61","","22","","28","","24.1","","100.79","","35","","","","Clear"
"2018-10-09 14:00","2018","10","09","14:00","28.1","","20.4","","62","","23","","24","","24.1","","100.74","","36","","","","NA"
"2018-10-09 15:00","2018","10","09","15:00","28.2","","19.9","","60","","21","","21","","24.1","","100.71","","36","","","","NA"
"2018-10-09 16:00","2018","10","09","16:00","27.5","","19.9","","63","","22","","16","","24.1","","100.67","","35","","","","Mainly Clear"
"2018-10-09 17:00","2018","10","09","17:00","26.5","","19.4","","64","","23","","16","","24.1","","100.65","","34","","","","NA"
"2018-10-09 18:00","2018","10","09","18:00","24.3","","19.3","","73","","21","","9","","24.1","","100.66","","31","","","","NA"
"2018-10-09 19:00","2018","10","09","19:00","22.6","","19.3","","81","","17","","6","","24.1","","100.64","","30","","","","Clear"
"2018-10-09 20:00","2018","10","09","20:00","21.2","","19.5","","90","","18","","13","","24.1","","100.64","","28","","","","NA"
"2018-10-09 21:00","2018","10","09","21:00"
"2018-10-09 22:00","2018","10","09","22:00"
"2018-10-09 23:00","2018","10","09","23:00"
"2018-10-10 00:00","2018","10","10","00:00"
"2018-10-10 01:00","2018","10","10","01:00"
"2018-10-10 02:00","2018","10","10","02:00"
"2018-10-10 03:00","2018","10","10","03:00"
"2018-10-10 04:00","2018","10","10","04:00"
"2018-10-10 05:00","2018","10","10","05:00"
"2018-10-10 06:00","2018","10","10","06:00","18.5","","17.9","","96","","20","","11","","24.1","","100.37","","","","","","NA"
"2018-10-10 07:00","2018","10","10","07:00","20.3","","18.0","","87","","19","","20","","24.1","","100.36","","26","","","","Mainly Clear"
"2018-10-10 08:00","2018","10","10","08:00","22.0","","18.8","","82","","18","","14","","24.1","","100.34","","29","","","","NA"
"2018-10-10 09:00","2018","10","10","09:00","24.4","","19.1","","72","","20","","24","","24.1","","100.29","","31","","","","NA"
"2018-10-10 10:00","2018","10","10","10:00","26.3","","19.5","","66","","21","","21","","24.1","","100.20","","33","","","","Mainly Clear"
"2018-10-10 11:00","2018","10","10","11:00","27.1","","19.6","","63","","22","","24","","24.1","","100.15","","34","","","","NA"
"2018-10-10 12:00","2018","10","10","12:00","27.3","","19.3","","61","","22","","26","","24.1","","100.06","","34","","","","NA"
"2018-10-10 13:00","2018","10","10","13:00","28.0","","18.1","","54","","20","","32","","24.1","","99.96","","34","","","","Mostly Cloudy"
"2018-10-10 14:00","2018","10","10","14:00","28.2","","18.5","","55","","21","","23","","24.1","","99.88","","35","","","","NA"
"2018-10-10 15:00","2018","10","10","15:00","28.3","","19.1","","57","","22","","18","","24.1","","99.82","","35","","","","NA"
"2018-10-10 16:00","2018","10","10","16:00","26.4","","18.9","","63","","20","","16","","24.1","","99.73","","33","","","","Mostly Cloudy"
"2018-10-10 17:00","2018","10","10","17:00","25.2","","19.3","","69","","17","","10","","24.1","","99.67","","32","","","","NA"
"2018-10-10 18:00","2018","10","10","18:00","24.1","","18.5","","70","","17","","9","","24.1","","99.64","","30","","","","NA"
"2018-10-10 19:00","2018","10","10","19:00","24.0","","18.3","","70","","16","","10","","24.1","","99.55","","30","","","","Mostly Cloudy"
"2018-10-10 20:00","2018","10","10","20:00","23.7","","18.3","","71","","17","","13","","24.1","","99.46","","30","","","","NA"
"2018-10-10 21:00","2018","10","10","21:00"
"2018-10-10 22:00","2018","10","10","22:00"
"2018-10-10 23:00","2018","10","10","23:00"
"2018-10-11 00:00","2018","10","11","00:00"
"2018-10-11 01:00","2018","10","11","01:00"
"2018-10-11 02:00","2018","10","11","02:00"
"2018-10-11 03:00","2018","10","11","03:00"
"2018-10-11 04:00","2018","10","11","04:00"
"2018-10-11 05:00","2018","10","11","05:00"
"2018-10-11 06:00","2018","10","11","06:00","21.8","","19.8","","88","","23","","25","","24.1","","99.06","","29","","","","NA"
"2018-10-11 07:00","2018","10","11","07:00","21.4","","19.4","","88","","23","","20","","24.1","","99.07","","28","","","","Mostly Cloudy"
"2018-10-11 08:00","2018","10","11","08:00","22.0","","19.5","","86","","24","","20","","24.1","","99.08","","29","","","","NA"
"2018-10-11 09:00","2018","10","11","09:00","22.5","","18.0","","76","","24","","22","","24.1","","99.12","","29","","","","NA"
"2018-10-11 10:00","2018","10","11","10:00","23.8","","15.9","","61","","24","","30","","24.1","","99.10","","28","","","","Mostly Cloudy"
"2018-10-11 11:00","2018","10","11","11:00","22.8","","14.6","","60","","26","","24","","24.1","","99.10","","27","","","","NA"
"2018-10-11 12:00","2018","10","11","12:00","20.8","","15.5","","71","","29","","25","","24.1","","99.13","","25","","","","NA"
"2018-10-11 13:00","2018","10","11","13:00","18.5","","12.7","","68","","28","","33","","24.1","","99.14","","","","","","Mostly Cloudy"
"2018-10-11 14:00","2018","10","11","14:00","18.0","","11.2","","64","","29","","30","","24.1","","99.19","","","","","","NA"
"2018-10-11 15:00","2018","10","11","15:00","16.6","","10.6","","68","","30","","25","","24.1","","99.20","","","","","","NA"
"2018-10-11 16:00","2018","10","11","16:00","15.7","","9.7","","67","","29","","24","","24.1","","99.31","","","","","","Mostly Cloudy"
"2018-10-11 17:00","2018","10","11","17:00","15.4","","8.6","","64","","28","","28","","24.1","","99.35","","","","","","NA"
"2018-10-11 18:00","2018","10","11","18:00","14.3","","7.4","","63","","29","","24","","24.1","","99.44","","","","","","NA"
"2018-10-11 19:00","2018","10","11","19:00","13.4","","6.3","","62","","29","","30","","24.1","","99.47","","","","","","Mostly Cloudy"
"2018-10-11 20:00","2018","10","11","20:00","13.0","","5.4","","60","","26","","22","","24.1","","99.53","","","","","","NA"
"2018-10-11 21:00","2018","10","11","21:00"
"2018-10-11 22:00","2018","10","11","22:00"
"2018-10-11 23:00","2018","10","11","23:00"
"2018-10-12 00:00","2018","10","12","00:00"
"2018-10-12 01:00","2018","10","12","01:00"
"2018-10-12 02:00","2018","10","12","02:00"
"2018-10-12 03:00","2018","10","12","03:00"
"2018-10-12 04:00","2018","10","12","04:00"
"2018-10-12 05:00","2018","10","12","05:00"
"2018-10-12 06:00","2018","10","12","06:00","8.2","","2.2","","66","","29","","26","","24.1","","99.88","","","","","","NA"
"2018-10-12 07:00","2018","10","12","07:00","8.3","","2.2","","65","","28","","28","","24.1","","99.93","","","","","","Mostly Cloudy"
"2018-10-12 08:00","2018","10","12","08:00","8.1","","2.8","","69","","27","","21","","24.1","","99.96","","","","","","NA"
"2018-10-12 09:00","2018","10","12","09:00","8.5","","2.2","","65","","29","","28","","24.1","","99.90","","","","","","NA"
"2018-10-12 10:00","2018","10","12","10:00","8.8","","3.0","","66","","28","","26","","24.1","","99.91","","","","","","Mostly Cloudy"
"2018-10-12 11:00","2018","10","12","11:00","9.6","","2.4","","61","","29","","24","","24.1","","99.87","","","","","","NA"
"2018-10-12 12:00","2018","10","12","12:00","9.0","","2.1","","62","","25","","27","","24.1","","99.87","","","","","","NA"
"2018-10-12 13:00","2018","10","12","13:00","10.2","","2.9","","60","","29","","25","","24.1","","99.79","","","","","","Mostly Cloudy"
"2018-10-12 14:00","2018","10","12","14:00","10.9","","3.1","","58","","26","","26","","24.1","","99.74","","","","","","NA"
"2018-10-12 15:00","2018","10","12","15:00","10.1","","2.5","","59","","26","","25","","24.1","","99.72","","","","","","NA"
